ID;DATE;COUNTRY
T1854;1950/8/15;INDIA
T1855;1950/10/5;COSTA RICA
T1856;1950/10/8;INDONESIA
T1857;1950/10/8;NORWAY
T1858;1950/10/23;GUATEMALA
T1859;1950/11/8;SOLOMON ISLANDS
T1860;1950/12/10;PERU
T1861;1950/12/14;MEXICO
T1862;1951/2/22;PAPUA NEW GUINEA
T1863;1951/2/23;United States
T1864;1951/8/3;NICARAGUA
T1865;1951/8/21;United States
T1866;1951/10/22;TAIWAN
T1867;1951/12/21;CHINA
T1868;1951/12/22;SOLOMON ISLANDS
T1869;1952/1/9;NORWAY
T1870;1952/3/4;JAPAN
T1871;1952/3/9;JAPAN
T1872;1952/3/17;United States
T1873;1952/3/19;PHILIPPINES
T1874;1952/4/10;United States
T1875;1952/5/6;United States
T1876;1952/5/13;COSTA RICA
T1877;1952/7/13;VANUATU
T1878;1952/9/16;JAPAN
T1879;1952/9/23;JAPAN
T1880;1952/9/24;JAPAN
T1881;1952/9/26;JAPAN
T1882;1952/10/13;United States
T1883;1952/11/4;RUSSIA
T1884;1953/2/14;United States
T1885;1953/2/15;PERU
T1886;1953/2/16;United States
T1887;1953/3/11;JAPAN
T1888;1953/3/17;RUSSIA
T1889;1953/3/25;JAPAN
T1890;1953/4/23;PAPUA NEW GUINEA
T1891;1953/5/6;CHILE
T1892;1953/5/31;DOMINICAN REPUBLIC
T1893;1953/6/27;PAPUA NEW GUINEA
T1894;1953/8/12;GREECE
T1895;1953/8/19;United States
T1896;1953/9/10;CYPRUS
T1897;1953/9/14;FIJI
T1898;1953/11/25;JAPAN
T1899;1953/12/12;PERU
T1900;1954/2/11;CHINA
T1902;1954/6/26;United States
T1903;1954/9/9;ALGERIA
T1905;1954/11/18;JAPAN
T1906;1955/1/18;VENEZUELA
T1907;1955/4/19;GREECE
T1908;1955/4/19;CHILE
T1909;1955/5/17;INDIA
T1910;1955/9/8;PAPUA NEW GUINEA
T1911;1955/9/23;CHINA
T1912;1956/1/8;CHILE
T1913;1956/3/2;NEW ZEALAND
T1914;1956/3/5;JAPAN
T1915;1956/3/30;RUSSIA
T1916;1956/7/9;GREECE
T1917;1956/7/9;GREECE
T1918;1956/8/12;JAPAN
T1919;1956/11/2;GREECE
T1920;1956/12/18;CHILE
T1921;1957/3/9;United States
T1922;1957/6/22;INDONESIA
T1923;1957/7/28;MEXICO
T1924;1957/7/29;CHILE
T1925;1957/9/26;INDONESIA
T1926;1957/10/26;INDONESIA
T1927;1957/11/1;United States
T1929;1958/1/19;ECUADOR
T1930;1958/2/7;CHINA
T1931;1958/4/9;PERU
T1932;1958/4/21;INDONESIA
T1933;1958/7/10;United States
T1934;1958/9/17;RUSSIA
T1935;1958/10/7;VANUATU
T1936;1958/11/4;PACIFIC OCEAN
T1937;1958/11/6;RUSSIA
T1938;1958/11/12;RUSSIA
T1939;1959/1/22;JAPAN
T1940;1959/2/7;PERU
T1941;1959/2/23;GREECE
T1942;1959/4/9;RUSSIA
T1943;1959/5/4;RUSSIA
T1944;1959/5/7;NORWAY
T1945;1959/8/17;SOLOMON ISLANDS
T1946;1959/8/18;United States
T1947;1959/10/26;JAPAN
T1948;1960/1/13;PERU
T1949;1960/2/29;MOROCCO
T1950;1960/3/20;JAPAN
T1951;1960/3/23;JAPAN
T1952;1960/5/21;CHILE
T1953;1960/5/22;CHILE
T1954;1960/5/24;CHILE
T1955;1960/6/11;PAPUA NEW GUINEA
T1956;1960/7/29;JAPAN
T1957;1960/11/1;CHILE
T1958;1960/11/20;PERU
T1959;1961/1/16;JAPAN
T1960;1961/1/16;JAPAN
T1961;1961/1/16;JAPAN
T1962;1961/2/12;RUSSIA
T1963;1961/2/26;JAPAN
T1964;1961/3/18;SOLOMON ISLANDS
T1965;1961/5/23;TURKEY
T1966;1961/6/6;ITALY
T1967;1961/6/16;COLOMBIA
T1968;1961/7/18;JAPAN
T1969;1961/7/23;VANUATU
T1970;1961/8/1;SOLOMON ISLANDS
T1971;1961/8/11;JAPAN
T1972;1961/10/18;CHILE
T1973;1961/11/15;JAPAN
T1974;1962/3/12;COSTA RICA
T1975;1962/4/12;JAPAN
T1976;1962/4/23;JAPAN
T1977;1962/5/11;MEXICO
T1978;1962/5/19;MEXICO
T1979;1962/5/21;JAPAN
T1980;1962/5/28;GREECE
T1981;1962/12/21;United States
T1982;1963/2/7;GREECE
T1983;1963/2/13;TAIWAN
T1984;1963/3/28;CANADA
T1985;1963/3/30;INDONESIA
T1986;1963/9/18;TURKEY
T1987;1963/9/24;PERU
T1988;1963/10/9;ITALY
T1989;1963/10/12;RUSSIA
T1990;1963/10/13;RUSSIA
T1991;1963/10/20;RUSSIA
T1992;1963/12/16;INDONESIA
T1993;1963/12/18;TONGA
T1994;1964/3/20;United States
T1995;1964/3/28;United States
T1996;1964/4/2;INDONESIA
T1997;1964/5/7;JAPAN
T1998;1964/5/7;JAPAN
T1999;1964/5/19;United States
T2000;1964/6/16;JAPAN
T2001;1964/7/24;RUSSIA
T2002;1964/11/17;PAPUA NEW GUINEA
T2003;1964/12/10;JAPAN
T2004;1965/1/24;INDONESIA
T2005;1965/2/4;United States
T2006;1965/2/19;CHILE
T2007;1965/2/23;CHILE
T2008;1965/3/9;GREECE
T2009;1965/3/22;CHILE
T2010;1965/3/30;United States
T2011;1965/4/19;JAPAN
T2012;1965/6/11;RUSSIA
T2013;1965/7/2;United States
T2014;1965/7/6;GREECE
T2015;1965/8/11;VANUATU
T2016;1965/8/13;VANUATU
T2017;1965/8/23;MEXICO
T2018;1965/9/28;PHILIPPINES
T2019;1965/10/3;CHILE
T2020;1966/3/12;TAIWAN
T2021;1966/5/8;NORWAY
T2022;1966/6/15;SOLOMON ISLANDS
T2023;1966/7/12;RUSSIA
T2024;1966/10/17;PERU
T2025;1966/11/28;SOLOMON ISLANDS
T2026;1966/12/28;CHILE
T2027;1966/12/31;SOLOMON ISLANDS
T2028;1966/12/31;SOLOMON ISLANDS
T2030;1967/3/19;RUSSIA
T2031;1967/4/11;INDONESIA
T2032;1967/4/12;INDONESIA
T2033;1967/7/29;VENEZUELA
T2034;1967/8/13;PAPUA NEW GUINEA
T2035;1967/9/3;PERU
T2036;1967/11/15;CHILE
T2037;1967/12/4;ANTARCTICA
T2038;1967/12/4;United States
T2039;1967/12/21;CHILE
T2040;1968/1/29;RUSSIA
T2041;1968/2/19;GREECE
T2042;1968/4/1;JAPAN
T2043;1968/4/18;ITALY
T2044;1968/5/4;CHILE
T2045;1968/5/16;JAPAN
T2046;1968/5/16;JAPAN
T2047;1968/6/12;JAPAN
T2048;1968/7/25;NEW ZEALAND
T2049;1968/8/1;PHILIPPINES
T2050;1968/8/5;JAPAN
T2051;1968/8/10;INDONESIA
T2052;1968/8/14;INDONESIA
T2053;1968/9/3;TURKEY
T2054;1968/9/20;VENEZUELA
T2055;1968/9/25;MEXICO
T2056;1969/2/23;INDONESIA
T2057;1969/2/28;PORTUGAL
T2058;1969/3/21;PHILIPPINES
T2059;1969/3/31;EGYPT
T2060;1969/4/12;SWEDEN
T2061;1969/4/21;JAPAN
T2062;1969/8/2;PAPUA NEW GUINEA
T2063;1969/8/11;RUSSIA
T2064;1969/11/22;RUSSIA
T2065;1969/12/25;Guadeloupe
T2066;1970/1/10;PHILIPPINES
T2067;1970/3/11;United States
T2068;1970/4/7;PHILIPPINES
T2069;1970/5/14;RUSSIA
T2070;1970/5/31;PERU
T2071;1970/6/14;CHILE
T2072;1970/6/19;CHILE
T2073;1970/7/25;JAPAN
T2074;1970/9/28;NEW ZEALAND
T2075;1970/9/30;PHILIPPINES
T2076;1970/10/31;PAPUA NEW GUINEA
T2077;1970/11/28;CHILE
T2078;1970/12/4;RUSSIA
T2079;1971/3/19;PERU
T2080;1971/5/2;United States
T2081;1971/7/9;CHILE
T2082;1971/7/14;PAPUA NEW GUINEA
T2083;1971/7/26;PAPUA NEW GUINEA
T2084;1971/8/2;JAPAN
T2085;1971/9/5;RUSSIA
T2086;1971/9/6;RUSSIA
T2087;1971/9/6;SOLOMON ISLANDS
T2088;1971/9/8;RUSSIA
T2089;1971/9/8;RUSSIA
T2090;1971/9/25;PAPUA NEW GUINEA
T2091;1971/9/27;RUSSIA
T2092;1971/11/6;United States
T2093;1971/12/15;RUSSIA
T2094;1972/1/25;TAIWAN
T2095;1972/2/29;JAPAN
T2096;1972/6/8;CHILE
T2097;1972/7/30;United States
T2098;1972/8/17;PAPUA NEW GUINEA
T2099;1972/8/26;PAPUA NEW GUINEA
T2100;1972/9/6;JAPAN
T2101;1972/10/9;PAPUA NEW GUINEA
T2102;1972/12/2;PHILIPPINES
T2103;1972/12/4;JAPAN
T2104;1972/12/29;CHILE
T2105;1973/1/30;MEXICO
T2106;1973/2/28;RUSSIA
T2107;1973/3/17;PHILIPPINES
T2108;1973/6/17;JAPAN
T2109;1973/6/24;RUSSIA
T2110;1973/6/26;RUSSIA
T2111;1973/10/5;CHILE
T2112;1974/1/31;SOLOMON ISLANDS
T2113;1974/2/1;SOLOMON ISLANDS
T2114;1974/5/8;JAPAN
T2115;1974/8/18;CHILE
T2116;1974/9/27;RUSSIA
T2117;1974/10/3;PERU
T2118;1974/10/17;CANADA
T2119;1974/10/17;PAPUA NEW GUINEA
T2120;1974/12/28;PAKISTAN
T2121;1975/1/15;INDONESIA
T2122;1975/3/13;CHILE
T2123;1975/4/27;CANADA
T2124;1975/5/26;ATLANTIC OCEAN
T2125;1975/6/10;RUSSIA
T2126;1975/7/20;PAPUA NEW GUINEA
T2127;1975/10/31;PHILIPPINES
T2128;1975/11/29;United States
T2129;1975/12/26;SAMOA
T2130;1976/1/14;NEW ZEALAND
T2131;1976/1/21;RUSSIA
T2132;1976/2/4;GUATEMALA
T2133;1976/8/16;PHILIPPINES
T2134;1977/4/2;SAMOA
T2135;1977/4/20;SOLOMON ISLANDS
T2136;1977/4/20;SOLOMON ISLANDS
T2137;1977/4/21;SOLOMON ISLANDS
T2138;1977/6/22;TONGA
T2139;1977/8/19;INDONESIA
T2140;1977/8/20;PAPUA NEW GUINEA
T2141;1977/8/28;PAPUA NEW GUINEA
T2142;1977/10/10;TONGA
T2143;1978/1/14;JAPAN
T2144;1978/3/22;RUSSIA
T2145;1978/3/22;RUSSIA
T2146;1978/3/23;RUSSIA
T2147;1978/3/23;RUSSIA
T2148;1978/3/24;RUSSIA
T2149;1978/6/12;JAPAN
T2150;1978/6/12;INDIA
T2151;1978/6/14;PHILIPPINES
T2152;1978/6/20;GREECE
T2153;1978/6/21;ITALY
T2154;1978/7/23;TAIWAN
T2155;1978/8/14;SPAIN
T2156;1978/10/10;NEW ZEALAND
T2157;1978/11/29;MEXICO
T2158;1979/2/20;JAPAN
T2159;1979/2/28;United States
T2160;1979/3/14;MEXICO
T2161;1979/4/9;Montenegro
T2162;1979/4/15;Montenegro
T2163;1979/5/15;GREECE
T2164;1979/7/18;INDONESIA
T2165;1979/8/9;INDONESIA
T2166;1979/9/3;VENEZUELA
T2167;1979/9/12;INDONESIA
T2168;1979/10/6;NORWAY
T2169;1979/10/16;FRANCE
T2170;1979/11/16;FIJI
T2171;1979/12/12;COLOMBIA
T2172;1980/1/1;PORTUGAL
T2173;1980/2/23;RUSSIA
T2174;1980/5/18;United States
T2175;1980/6/29;JAPAN
T2176;1980/7/17;SOLOMON ISLANDS
T2177;1980/10/10;ALGERIA
T2178;1981/1/18;JAPAN
T2179;1981/2/24;GREECE
T2180;1981/3/4;GREECE
T2181;1981/5/11;SOUTH AFRICA
T2182;1981/5/25;NEW ZEALAND
T2183;1981/9/1;SAMOA
T2184;1981/10/25;MEXICO
T2185;1982/1/11;PHILIPPINES
T2186;1982/2/24;INDONESIA
T2187;1982/3/11;INDONESIA
T2188;1982/3/21;JAPAN
T2189;1982/7/23;JAPAN
T2190;1982/12/19;TONGA
T2191;1982/12/25;INDONESIA
T2192;1982/12/28;JAPAN
T2193;1983/1/17;GREECE
T2194;1983/3/12;INDONESIA
T2195;1983/3/18;PAPUA NEW GUINEA
T2196;1983/5/26;JAPAN
T2197;1983/6/9;JAPAN
T2198;1983/6/21;JAPAN
T2199;1983/8/6;GREECE
T2200;1983/8/17;RUSSIA
T2201;1983/8/17;PHILIPPINES
T2202;1983/8/17;INDONESIA
T2203;1983/8/18;NORWAY
T2204;1983/10/4;CHILE
T2205;1983/11/30;United Kingdom
T2206;1984/1/8;INDONESIA
T2207;1984/2/11;GREECE
T2208;1984/3/24;RUSSIA
T2209;1984/6/13;JAPAN
T2210;1984/8/6;JAPAN
T2211;1984/9/18;JAPAN
T2212;1984/12/28;RUSSIA
T2213;1985/3/3;CHILE
T2214;1985/3/16;Guadeloupe
T2215;1985/4/13;INDONESIA
T2216;1985/7/3;PAPUA NEW GUINEA
T2217;1985/9/19;MEXICO
T2218;1985/9/21;MEXICO
T2219;1986/5/7;United States
T2220;1986/5/17;United States
T2221;1986/10/20;NEW ZEALAND
T2222;1986/11/14;TAIWAN
T2223;1987/2/6;JAPAN
T2224;1987/2/8;PAPUA NEW GUINEA
T2225;1987/2/21;NORWAY
T2226;1987/3/5;CHILE
T2227;1987/3/18;JAPAN
T2228;1987/3/24;JAPAN
T2229;1987/5/20;NEW ZEALAND
T2230;1987/6/18;SOLOMON ISLANDS
T2231;1987/7/6;VANUATU
T2232;1987/10/6;TONGA
T2233;1987/10/12;PAPUA NEW GUINEA
T2234;1987/10/16;PAPUA NEW GUINEA
T2235;1987/11/17;United States
T2236;1987/11/26;INDONESIA
T2237;1987/11/30;United States
T2238;1988/2/5;CHILE
T2239;1988/3/6;United States
T2240;1988/4/20;ITALY
T2241;1988/4/30;United States
T2242;1988/6/24;PHILIPPINES
T2243;1988/7/5;PAPUA NEW GUINEA
T2244;1988/8/6;BANGLADESH
T2245;1988/8/10;SOLOMON ISLANDS
T2246;1989/5/23;AUSTRALIA
T2247;1989/6/26;United States
T2248;1989/9/4;United States
T2249;1989/10/18;United States
T2250;1989/10/29;JAPAN
T2251;1989/10/29;ALGERIA
T2252;1989/11/1;United States
T2253;1989/11/1;JAPAN
T2254;1990/2/8;PHILIPPINES
T2255;1990/2/20;JAPAN
T2256;1990/3/25;COSTA RICA
T2257;1990/4/5;United States
T2259;1990/9/23;JAPAN
T2260;1990/12/13;ITALY
T2261;1990/12/13;TAIWAN
T2262;1991/1/4;GREECE
T2263;1991/2/9;SOLOMON ISLANDS
T2264;1991/2/16;RUSSIA
T2265;1991/2/21;United States
T2266;1991/4/22;COSTA RICA
T2267;1991/5/7;GREECE
T2268;1991/10/14;SOLOMON ISLANDS
T2269;1991/12/22;RUSSIA
T2270;1992/1/5;CHINA
T2271;1992/4/25;United States
T2272;1992/5/17;PHILIPPINES
T2273;1992/5/27;SOLOMON ISLANDS
T2274;1992/7/3;United States
T2275;1992/7/18;JAPAN
T2276;1992/8/11;JAPAN
T2277;1992/9/2;NICARAGUA
T2278;1992/12/12;INDONESIA
T2279;1993/2/7;JAPAN
T2280;1993/6/8;RUSSIA
T2281;1993/6/18;NEW ZEALAND
T2282;1993/7/12;JAPAN
T2283;1993/8/7;JAPAN
T2284;1993/8/8;United States
T2285;1993/11/13;RUSSIA
T2286;1994/1/4;United States
T2287;1994/1/17;United States
T2288;1994/1/21;INDONESIA
T2289;1994/2/15;INDONESIA
T2290;1994/4/8;JAPAN
T2291;1994/4/28;NORWAY
T2292;1994/5/24;TAIWAN
T2293;1994/6/2;INDONESIA
T2294;1994/6/3;INDONESIA
T2295;1994/6/4;INDONESIA
T2296;1994/6/5;INDONESIA
T2297;1994/9/1;United States
T2298;1994/9/19;PAPUA NEW GUINEA
T2299;1994/10/4;RUSSIA
T2300;1994/10/8;INDONESIA
T2301;1994/10/9;RUSSIA
T2302;1994/11/4;United States
T2303;1994/11/14;PHILIPPINES
T2304;1994/12/28;JAPAN
T2305;1995/1/16;JAPAN
T2306;1995/4/7;SAMOA
T2307;1995/4/21;PHILIPPINES
T2308;1995/4/21;PHILIPPINES
T2309;1995/5/13;GREECE
T2310;1995/5/14;INDONESIA
T2311;1995/5/16;NEW CALEDONIA
T2312;1995/5/27;RUSSIA
T2313;1995/6/15;GREECE
T2314;1995/7/30;CHILE
T2315;1995/8/16;PAPUA NEW GUINEA
T2316;1995/9/14;MEXICO
T2317;1995/10/9;MEXICO
T2318;1995/10/18;JAPAN
T2319;1995/10/19;JAPAN
T2320;1995/11/1;CHILE
T2321;1995/11/22;EGYPT
T2322;1995/12/3;RUSSIA
T2323;1996/1/1;INDONESIA
T2324;1996/1/1;GREECE
T2325;1996/1/2;RUSSIA
T2326;1996/2/17;INDONESIA
T2327;1996/2/21;PERU
T2328;1996/2/25;MEXICO
T2329;1996/4/24;SWITZERLAND
T2330;1996/6/10;United States
T2331;1996/6/10;United States
T2332;1996/9/4;JAPAN
T2333;1996/9/5;CHILE
T2334;1996/10/18;JAPAN
T2335;1996/10/19;JAPAN
T2336;1996/11/12;PERU
T2337;1996/12/2;JAPAN
T2338;1997/4/10;HONDURAS
T2339;1997/4/18;AUSTRALIA
T2340;1997/4/21;SOLOMON ISLANDS
T2341;1997/7/9;VENEZUELA
T2342;1997/9/30;JAPAN
T2343;1997/10/14;TONGA
T2344;1997/12/5;RUSSIA
T2345;1997/12/14;RUSSIA
T2346;1997/12/26;MONTSERRAT
T2347;1998/3/19;NORWAY
T2348;1998/3/25;ANTARCTICA
T2349;1998/5/3;TAIWAN
T2350;1998/7/17;PAPUA NEW GUINEA
T2351;1998/11/29;INDONESIA
T2352;1999/1/20;MONTSERRAT
T2353;1999/8/17;TURKEY
T2354;1999/9/13;FRENCH POLYNESIA
T2355;1999/11/26;VANUATU
T2356;2000/1/26;PHILIPPINES
T2357;2000/4/5;GREECE
T2358;2000/5/4;INDONESIA
T2359;2000/6/18;AUSTRALIA
T2360;2000/7/1;JAPAN
T2361;2000/7/15;JAPAN
T2362;2000/7/30;JAPAN
T2363;2000/11/4;United States
T2364;2000/11/16;PAPUA NEW GUINEA
T2365;2000/11/21;GREENLAND
T2366;2001/1/13;EL SALVADOR
T2367;2001/6/23;PERU
T2368;2001/12/18;TAIWAN
T2369;2002/1/2;VANUATU
T2370;2002/3/5;PHILIPPINES
T2371;2002/3/26;JAPAN
T2372;2002/3/31;TAIWAN
T2373;2002/9/8;PAPUA NEW GUINEA
T2374;2002/9/13;INDIA
T2375;2002/10/10;INDONESIA
T2376;2002/11/4;NEW ZEALAND
T2377;2002/12/30;ITALY
T2378;2003/1/20;SOLOMON ISLANDS
T2379;2003/1/22;MEXICO
T2380;2003/5/21;ALGERIA
T2381;2003/5/27;ALGERIA
T2382;2003/7/12;MONTSERRAT
T2383;2003/8/21;NEW ZEALAND
T2384;2003/9/25;JAPAN
T2385;2003/10/31;JAPAN
T2386;2003/11/17;United States
T2387;2003/12/27;NEW CALEDONIA
T2388;2004/1/28;INDONESIA
T2389;2004/2/11;JORDAN
T2390;2004/9/5;JAPAN
T2391;2004/9/5;JAPAN
T2392;2004/11/2;CANADA
T2393;2004/11/11;INDONESIA
T2394;2004/11/21;Guadeloupe
T2395;2004/11/22;NEW ZEALAND
T2396;2004/11/28;JAPAN
T2397;2004/12/23;AUSTRALIA
T2398;2004/12/26;INDONESIA
T2399;2005/1/19;JAPAN
T2400;2005/2/14;Guadeloupe
T2401;2005/3/28;INDONESIA
T2402;2005/4/10;INDONESIA
T2403;2005/6/15;United States
T2404;2005/8/16;JAPAN
T2405;2005/11/14;JAPAN
T2406;2006/1/16;United States
T2407;2006/3/14;INDONESIA
T2408;2006/5/3;TONGA
T2409;2006/5/20;MONTSERRAT
T2410;2006/7/17;INDONESIA
T2411;2006/9/28;SAMOA
T2412;2006/10/15;United States
T2413;2006/11/15;RUSSIA
T2414;2006/12/26;CHINA
T2415;2007/1/13;RUSSIA
T2416;2007/3/25;VANUATU
T2417;2007/3/25;JAPAN
T2418;2007/4/1;SOLOMON ISLANDS
T2419;2007/4/21;CHILE
T2420;2007/5/7;BULGARIA
T2421;2007/7/16;JAPAN
T2422;2007/8/2;RUSSIA
T2423;2007/8/2;United States
T2424;2007/8/15;PERU
T2425;2007/9/2;SOLOMON ISLANDS
T2426;2007/9/12;INDONESIA
T2427;2007/9/30;NEW ZEALAND
T2428;2007/11/14;CHILE
T2429;2007/11/29;Martinique
T2430;2007/12/3;CANADA
T2431;2007/12/9;Kerguelen Islands
T2432;2008/2/25;INDONESIA
T2433;2008/4/9;NEW CALEDONIA
T2434;2008/4/28;VANUATU
T2435;2008/5/12;CHINA
T2436;2008/7/19;JAPAN
T2437;2008/8/8;United States
T2438;2008/8/26;ATLANTIC OCEAN
T2439;2008/9/11;JAPAN
T2440;2008/10/28;United States
T2441;2008/11/16;INDONESIA
T2442;2009/1/3;INDONESIA
T2443;2009/1/3;INDONESIA
T2444;2009/1/15;RUSSIA
T2445;2009/2/11;INDONESIA
T2446;2009/3/19;TONGA
T2447;2009/5/28;HONDURAS
T2448;2009/7/15;NEW ZEALAND
T2449;2009/8/10;INDIA
T2450;2009/8/10;JAPAN
T2451;2009/8/16;INDONESIA
T2452;2009/8/25;United States
T2453;2009/9/29;SAMOA
T2454;2009/9/30;INDONESIA
T2455;2009/10/7;VANUATU
T2456;2010/1/3;SOLOMON ISLANDS
T2457;2010/1/3;SOLOMON ISLANDS
T2458;2010/1/5;SOLOMON ISLANDS
T2459;2010/1/12;HAITI
T2460;2010/2/26;JAPAN
T2461;2010/2/27;CHILE
T2462;2010/3/11;CHILE
T2463;2010/4/6;INDONESIA
T2464;2010/4/13;PERU
T2465;2010/4/13;COOK ISLANDS
T2466;2010/5/29;United States
T2467;2010/6/12;INDIA
T2468;2010/8/10;VANUATU
T2469;2010/8/13;United States
T2470;2010/10/25;INDONESIA
T2471;2010/12/21;JAPAN
T2472;2010/12/25;VANUATU
T2473;2011/1/9;VANUATU
T2474;2011/2/11;CHILE
T2475;2011/2/21;NEW ZEALAND
T2476;2011/3/9;JAPAN
T2477;2011/3/11;JAPAN
T2478;2011/4/7;JAPAN
T2479;2011/6/24;United States
T2480;2011/6/27;United Kingdom
T2481;2011/7/6;NEW ZEALAND
T2482;2011/7/10;JAPAN
T2483;2011/7/30;NORWAY
T2484;2011/8/6;NORWAY
T2485;2011/8/20;VANUATU
T2486;2011/8/20;VANUATU
T2487;2011/9/2;United States
T2488;2011/10/21;NEW ZEALAND
T2489;2012/2/2;VANUATU
T2490;2012/3/14;JAPAN
T2491;2012/3/20;MEXICO
T2492;2012/4/11;INDONESIA
T2493;2012/4/11;INDONESIA
T2494;2012/4/14;VANUATU
T2495;2012/7/15;GREENLAND
T2496;2012/8/27;EL SALVADOR
T2497;2012/8/31;PHILIPPINES
T2498;2012/9/5;COSTA RICA
T2499;2012/10/28;CANADA
T2500;2012/11/7;GUATEMALA
T2501;2012/12/7;JAPAN
T2502;2012/12/28;CHINA
T2503;2013/1/5;United States
T2504;2013/2/6;SOLOMON ISLANDS
T2505;2013/2/8;SOLOMON ISLANDS
T2506;2013/4/19;RUSSIA
T2507;2013/6/13;United States
T2508;2013/7/21;NEW ZEALAND
T2509;2013/8/16;NEW ZEALAND
T2510;2013/9/24;PAKISTAN
T2511;2013/10/25;JAPAN
T2512;2013/11/17;ANTARCTICA
T2513;2014/3/16;CHILE
T2514;2014/4/1;CHILE
T2515;2014/4/3;CHILE
T2516;2014/4/12;SOLOMON ISLANDS
T2517;2014/4/13;SOLOMON ISLANDS
T2518;2014/4/18;MEXICO
T2519;2014/4/19;PAPUA NEW GUINEA
T2520;2014/6/23;NEW ZEALAND
T2521;2014/6/23;United States
T2522;2014/7/11;JAPAN
T2523;2014/7/25;United States
T2524;2014/10/9;CHILE
T2525;2014/11/15;INDONESIA
T2526;2015/2/16;JAPAN
T2527;2015/2/19;VANUATU
T2528;2015/3/29;PAPUA NEW GUINEA
T2529;2015/5/2;JAPAN
T2530;2015/5/5;PAPUA NEW GUINEA
T2531;2015/7/10;SOLOMON ISLANDS
T2532;2015/7/18;SOLOMON ISLANDS
T2533;2015/7/27;United States
T2534;2015/9/16;CHILE
T2535;2015/10/18;United States
T2536;2015/11/11;CHILE
T2537;2015/11/13;JAPAN
T2538;2015/11/17;GREECE
T2539;2016/3/2;INDONESIA
