ID;Year;Month;Day;DATE;TSU;EQ;Name;Location;Country;Latitude;Longitude;Elevation;Type;Status;Time;VEI;Agent;DEATHS;DEATHS_DESCRIPTION;MISSING;MISSING_DESCRIPTION;INJURIES;INJURIES_DESCRIPTION;DAMAGE_MILLIONS_DOLLARS;DAMAGE_DESCRIPTION;HOUSES_DESTROYED;HOUSES_DESTROYED_DESCRIPTION;TOTAL_DEATHS;TOTAL_DEATHS_DESCRIPTION;TOTAL_MISSING;TOTAL_MISSING_DESCRIPTION;TOTAL_INJURIES;TOTAL_INJURIES_DESCRIPTION;TOTAL_DAMAGE_MILLIONS_DOLLARS;TOTAL_DAMAGE_DESCRIPTION;TOTAL_HOUSES_DESTROYED;TOTAL_HOUSES_DESTROYED_DESCRIPTION
V540;1980;5;18;1980/5/18;TSU;EQ;St. Helens;US-Washington;United States;46,2;-122,18;2549;Stratovolcano;Historical;D1;5;P,M,T;57;2;;;;;2000;4;;;57;2;;;;;2000;4;;
V541;1980;8;17;1980/8/17;;;Hekla;Iceland-S;Iceland;63,98;-19,7;1491;Stratovolcano;Historical;D1;3;;;;;;;;;1;;;;;;;;;;1;;
V542;1981;3;17;1981/3/17;;;Etna;Italy;Italy;37,734;15,004;3350;Stratovolcano;Historical;D1;2;;;;;;;;10;3;;;;;;;;;;;;
V543;1981;4;27;1981/4/27;;;Alaid;Kuril Is;Russia;50,858;155,55;2339;Stratovolcano;Historical;D1;2;;;;;;;;;1;;;;;;;;;;1;;
V544;1981;6;30;1981/6/30;;;Mayon;Luzon-Philippines;Philippines;13,257;123,685;2462;Stratovolcano;Historical;D1;;m;200;3;;;;;;;;;200;3;;;;;;;;
V545;1981;9;5;1981/9/5;;;Paluweh;Lesser Sunda Is;Indonesia;-8,32;121,708;875;Stratovolcano;Historical;D1;2;P;;;;;;;;1;;1;;;;;;;;1;;1
V546;1982;3;28;1982/3/28;;EQ;Chichon, El;Mexico;Mexico;17,36;-93,228;1150;Tuff cone;Historical;D1;5;P,T,M,S;1879;4;1755;4;;;3,3;2;;;1879;4;1755;4;;;3,3;2;;
V547;1982;4;4;1982/4/4;;;Chichon, El;Mexico;Mexico;17,36;-93,228;1150;Tuff cone;Historical;D1;5;P;33;1;;;;;;;;;33;1;;;;;;;;
V548;1982;5;17;1982/5/17;;;Galunggung;Java;Indonesia;-7,25;108,05;2168;Stratovolcano;Historical;D1;4;I,T;68;2;;;;;15;3;;;68;2;;;;;15;3;;
V549;1982;5;27;1982/5/27;;;Chichon, El;Mexico;Mexico;17,36;-93,228;1150;Tuff cone;Historical;D1;5;m;1;1;;;;;;;;;1;1;;;;;;;;
V550;1983;3;8;1983/3/8;;;Kliuchevskoi;Kamchatka;Russia;56,057;160,638;4835;Stratovolcano;Historical;D1;2;T;1;1;;;;;;;;;1;1;;;;;;;;
V551;1983;7;23;1983/7/23;;;Colo [Una Una];Sulawesi-Indonesia;Indonesia;-0,17;121,608;507;Stratovolcano;Historical;D1;4;;;;;;;;;1;;;;;;;;;;1;;
V552;1983;8;17;1983/8/17;TSU;;Iliwerung;Lesser Sunda Is;Indonesia;-8,54;123,59;1018;Complex volcano;Historical;D1;1;W;;;;;;;;;;;;;;;;;;;;
V553;1983;10;3;1983/10/3;;EQ;Miyake-jima;Izu Is-Japan;Japan;34,08;139,53;815;Stratovolcano;Historical;D1;3;;;;;;;;;1;;;;;;;;;;2;;
V554;1984;8;15;1984/8/15;;;San Joaquin;Africa-W;Equatorial Guinea;3,35;8,63;2009;Shield volcano;Holocene;U;;G;37;1;;;;;;;;;37;1;;;;;;;;
V555;1984;9;9;1984/9/9;;;Mayon;Luzon-Philippines;Philippines;13,257;123,685;2462;Stratovolcano;Historical;D1;3;M;1;1;;;;;;;;;1;1;;;;;;;;
V556;1985;11;13;1985/11/13;;;Ruiz;Colombia;Colombia;4,895;-75,322;5321;Stratovolcano;Historical;D1;3;M;23080;4;;;10000;4;;;;;23080;4;;;10000;4;;;;
V557;1986;7;24;1986/7/24;;;Stromboli;Italy;Italy;38,789;15,213;926;Stratovolcano;Historical;D1;2;T;1;1;;;;;;;;;1;1;;;;;;;;
V558;1986;8;21;1986/8/21;;;Oku Volc Field;Africa-W;Cameroon;6,25;10,5;3011;Maar;Radiocarbon;D5;3;G;1700;4;;;300;3;;;;;1700;4;;;300;3;;;;
V559;1986;10;15;1986/10/15;;;Merapi;Java;Indonesia;-7,542;110,442;2947;Stratovolcano;Historical;D1;2;M;1;1;;;;;;;;;1;1;;;;;;;;
V560;1986;11;15;1986/11/15;;;Oshima;Izu Is-Japan;Japan;34,73;139,38;758;Stratovolcano;Historical;D1;3;I;1;1;;;;;;;;;1;1;;;;;;;;
V561;1987;1;25;1987/1/25;;;Pacaya;Guatemala;Guatemala;14,381;-90,601;2552;Complex volcano;Historical;D1;3;;;;;;15;1;;1;63;2;;;;;15;1;;1;63;2
V562;1987;4;17;1987/4/17;;;Etna;Italy;Italy;37,734;15,004;3350;Stratovolcano;Historical;D1;2;T;2;1;;;7;1;;;;;2;1;;;7;1;;;;
V563;1987;12;1;1987/12/1;;EQ;Sirung;Lesser Sunda Is;Indonesia;-8,51;124,148;862;Complex volcano;Historical;D1;;;;;;;;;;;;;125;3;;;;3;5;3;237;3
V564;1988;5;9;1988/5/9;;;Banda Api;Banda Sea;Pacific Ocean;-4,525;129,871;640;Caldera;Historical;D1;3;T,L;4;1;;;;;;;;;4;1;;;;;;;;
V565;1988;7;6;1988/7/6;;;Arenal;Costa Rica;Costa Rica;10,463;-84,703;1657;Stratovolcano;Historical;D1;3;T;1;1;;;;;;;;;1;1;;;;;;;;
V566;1988;12;25;1988/12/25;;;Lonquimay;Chile-C;Chile;-38,377;-71,58;2865;Stratovolcano;Historical;D1;3;T;1;1;;;;;;;;;1;1;;;;;;;;
V567;1990;2;2;1990/2/2;;;Shiveluch;Kamchatka;Russia;56,653;161,36;3283;Stratovolcano;Historical;D1;3;;;;;;;;;1;;;;;;;;;;1;;
V568;1990;2;10;1990/2/10;;;Kelut;Java;Indonesia;-7,93;112,308;1731;Stratovolcano;Historical;D1;4;T,P;32;1;;;;;;;;;32;1;;;;;;;;
V569;1990;5;29;1990/5/29;;;Sabancaya;Peru;Peru;-15,78;-71,85;5967;Stratovolcano;Historical;D1;3;;;;;;;;;1;;;;;;;;;;1;;
V570;1990;7;19;1990/7/19;;;Santa Maria;Guatemala;Guatemala;14,756;-91,552;3772;Stratovolcano;Historical;D1;3;T;4;1;;;;;;;;;4;1;;;;;;;;
V571;1990;11;17;1990/11/17;;;Unzen;Kyushu-Japan;Japan;32,75;130,3;1500;Complex volcano;Historical;D1;1;P;43;1;;;;;;;;;43;1;;;;;;;;
V572;1991;6;15;1991/6/15;;EQ;Pinatubo;Luzon-Philippines;Philippines;15,13;120,35;1486;Stratovolcano;Historical;D1;6;P,m,I;450;3;;;4;1;;3;;;450;3;;;4;1;;3;;
V573;1991;7;3;1991/7/3;;;Karthala;Indian O-W;Comoros;-11,75;43,38;2361;Shield volcano;Historical;D1;2;;;;;;;;;1;;;;;;;;;;1;;
V574;1991;8;8;1991/8/8;;;Hudson, Cerro;Chile-S;Chile;-45,9;-72,97;1905;Stratovolcano;Historical;D1;5;;;;;;;;;1;;;;;;;;;;1;;
V575;1991;10;24;1991/10/24;;;Lokon-Empung;Sulawesi-Indonesia;Indonesia;1,358;124,792;1580;Stratovolcano;Historical;D1;1;T,P;1;1;;;;;;;;;1;1;;;;;;;;
V576;1991;12;14;1991/12/14;;;Etna;Italy;Italy;37,734;15,004;3350;Stratovolcano;Historical;D1;2;;;;;;;;2,5;2;;;;;;;;;2,5;2;;
V577;1992;4;13;1992/4/13;;;Negro, Cerro;Nicaragua;Nicaragua;12,506;-86,702;728;Cinder cone;Historical;D1;3;I;2;1;;;;;;;;;2;1;;;;;;;;
V578;1992;5;11;1992/5/11;;;Karangetang [Api Siau];Sangihe Is-Indonesia;Indonesia;2,78;125,48;1784;Stratovolcano;Historical;D1;1;P;6;1;;;;;;;;;6;1;;;;;;;;
V579;1992;7;12;1992/7/12;;;Pinatubo;Luzon-Philippines;Philippines;15,13;120,35;1486;Stratovolcano;Historical;D1;1;m;6;1;;;;;;;;;6;1;;;;;;;;
V580;1992;9;17;1992/9/17;;;Spurr;Alaska-SW;United States;61,3;-152,25;3374;Stratovolcano;Historical;D1;3;;;;;;;;2;2;;;;;;;;;2;2;;
V581;1993;1;14;1993/1/14;;;Galeras;Colombia;Colombia;1,22;-77,37;4276;Complex volcano;Historical;D1;2;T;9;1;;;;;;;;;9;1;;;;;;;;
V582;1993;2;2;1993/2/2;;;Mayon;Luzon-Philippines;Philippines;13,257;123,685;2462;Stratovolcano;Historical;D1;2;P;75;2;;;;;;;;;75;2;;;;;;;;
V583;1993;4;19;1993/4/19;;;Kilauea;Hawaiian Is;United States;19,425;-155,292;1222;Shield volcano;Historical;D1;0;A;1;1;;;22;1;;;;;1;1;;;22;1;;;;
V584;1993;6;13;1993/6/13;;;Krakatau;Indonesia;Indonesia;-6,102;105,423;813;Caldera;Historical;D1;1;T;1;1;;;5;1;;;;;1;1;;;5;1;;;;
V585;1993;6;23;1993/6/23;;;Unzen;Kyushu-Japan;Japan;32,75;130,3;1500;Complex volcano;Historical;D1;1;P;1;1;;;;;;;;1;1;1;;;;;;;;1
V586;1994;1;;;;;Yasur;Vanuatu-SW Pacific;Vanuatu;-19,52;169,425;361;Stratovolcano;Historical;D1;3;;3;1;;;;;;;;;3;1;;;;;;;;
V587;1994;7;16;1994/7/16;;;Marapi;Sumatra;Indonesia;-0,381;100,473;2891;Complex volcano;Historical;D1;2;T;1;1;;;5;1;;;;;1;1;;;5;1;;;;
V588;1994;9;19;1994/9/19;TSU;;Rabaul;New Britain-SW Pac;Papua New Guinea;-4,271;152,203;688;Pyroclastic shield;Historical;D1;3;T;4;1;;;;;35;4;;;;;;;;;;;;
V589;1994;11;22;1994/11/22;;;Merapi;Java;Indonesia;-7,542;110,442;2947;Stratovolcano;Historical;D1;3;;60;2;;;;;;;;;60;2;;;;;;;;
V590;1995;4;2;1995/4/2;;;Fogo;Cape Verde Is;Cape Verde;14,95;-24,35;2829;Stratovolcano;Historical;D1;2;;;;;;20;1;;1;10;1;;;;;20;1;;1;10;1
V591;1996;1;2;1996/1/2;TSU;;Karymsky;Kamchatka;Russia;54,05;159,43;1536;Stratovolcano;Historical;D1;2;;;;;;;;;;;;;;;;;;;;;
V592;1996;4;30;1996/4/30;;;Popocatepetl;Mexico;Mexico;19,023;-98,622;5426;Stratovolcano;Historical;D1;3;;5;1;;;;;;1;;;5;1;;;;;;1;;
V593;1996;5;5;1996/5/5;;;Semeru;Java;Indonesia;-8,108;112,92;3676;Stratovolcano;Historical;D1;2;P;1;1;;;;;;;;;1;1;;;;;;;;
V594;1996;9;30;1996/9/30;;;Grimsvotn;Iceland-NE;Iceland;64,42;-17,33;1725;Caldera;Historical;D1;3;;;;;;;;;1;;;;;;;;;;1;;
V595;1996;12;3;1996/12/3;;;Manam;New Guinea-NE of;Papua New Guinea;-4,1;145,061;1807;Stratovolcano;Historical;D1;3;P;13;1;;;29;1;;;;;13;1;;;29;1;;;;
V596;1997;4;17;1997/4/17;;;Karangetang [Api Siau];Sangihe Is-Indonesia;Indonesia;2,78;125,48;1784;Stratovolcano;Historical;D1;1;P;3;1;;;;;;;;;3;1;;;;;;;;
V597;1997;6;25;1997/6/25;;;Soufriere Hills;W Indies;Montserrat;16,72;-62,18;915;Stratovolcano;Historical;D1;3;P;22;1;1;;;;;;;;22;1;;;;;;;;
V598;1997;8;1;1997/8/1;;;Soufriere Hills;W Indies;Montserrat;16,72;-62,18;915;Stratovolcano;Historical;D1;3;;2;1;;;;;;;;;2;1;;;;;;;;
V599;1997;12;26;1997/12/26;TSU;;Soufriere Hills;W Indies;Montserrat;16,72;-62,18;915;Stratovolcano;Historical;D1;;;;;;;;;;;;;;;;;;;;;;
V600;1998;4;28;1998/4/28;;;Kilauea;Hawaiian Is;United States;19,425;-155,292;1222;Shield volcano;Historical;D1;;L;1;1;;;;;;;;;;;;;;;;;;
V601;1999;1;20;1999/1/20;TSU;;Soufriere Hills;W Indies;Montserrat;16,72;-62,18;915;Stratovolcano;Historical;D1;3;;;;;;;;;;;;;;;;;;;;;
V602;1999;5;21;1999/5/21;;;Fuego;Guatemala;Guatemala;14,473;-90,88;3763;Stratovolcano;Historical;D1;2;;;;;;;;;;;;;;;;;;;;;
V603;1999;8;15;1999/8/15;;;Shiveluch;Kamchatka;Russia;56,653;161,36;3283;Stratovolcano;Historical;D1;4;;;;;;;;;1;;;;;;;;;;;;
V604;2000;6;27;2000/6/27;TSU;EQ;Miyake-jima;Izu Is-Japan;Japan;34,08;139,53;815;Stratovolcano;Historical;D1;2;;;;;;;;;1;;;1;1;;;;3;;1;;
V605;2000;11;3;2000/11/3;;;Kilauea;Hawaiian Is;United States;19,425;-155,292;1222;Shield volcano;Historical;D1;;G;2;1;;;;;;;;;2;1;;;;;;;;
V606;2001;5;14;2001/5/14;;;Etna;Italy;Italy;37,734;15,004;3350;Stratovolcano;Historical;D1;3;;1;1;;;;;;1;;;1;1;;;;;;1;;
V607;2001;7;26;2001/7/26;;;Etna;Italy;Italy;37,734;15,004;3350;Stratovolcano;Historical;D1;2;;;;;;;;;1;;1;;;;;;;;1;;1
V608;2002;1;3;2002/1/3;;;Karangetang [Api Siau];Sangihe Is-Indonesia;Indonesia;2,78;125,48;1784;Stratovolcano;Historical;D1;3;M;;;;;;;;1;;1;;;;;;;;1;;1
V609;2002;1;17;2002/1/17;;;Nyiragongo;Africa-C;Congo;-1,52;29,25;3470;Stratovolcano;Historical;D1;1;;100;2;;;400;3;;3;;3;100;2;;;;3;;3;;3
V610;2002;8;28;2002/8/28;;EQ;Etna;Italy;Italy;37,734;15,004;3350;Stratovolcano;Historical;D1;3;;;;;;32;1;;2;;2;;;;;32;1;;2;;2
V611;2002;12;30;2002/12/30;TSU;;Stromboli;Italy;Italy;38,789;15,213;926;Stratovolcano;Historical;D1;;;;;;;;1;;1;;1;;;;;;1;;1;;1
V612;2003;7;12;2003/7/12;TSU;;Soufriere Hills;W Indies;Montserrat;16,72;-62,18;915;Stratovolcano;Historical;D1;3;;;;;;;;;;;;;;;;;;;;;
V613;2004;6;8;2004/6/8;;;Tengger Caldera;Java;Indonesia;-7,942;112,95;2329;Stratovolcano;Historical;D1;2;T;2;1;;;5;1;;;;;;;;;;;;;;
V614;2004;10;24;2004/10/24;;;Manam;New Guinea-NE of;Papua New Guinea;-4,1;145,061;1807;Stratovolcano;Historical;D1;4;T;5;1;;;;;;;;;5;1;;;;;;;;
V615;2005;1;27;2005/1/27;;;Manam;New Guinea-NE of;Papua New Guinea;-4,1;145,061;1807;Stratovolcano;Historical;D1;4;T;1;1;;;14;1;;;;;1;1;;;14;1;;;;
V616;2005;11;24;2005/11/24;;;Karthala;Indian O-W;Comoros;-11,75;43,38;2361;Shield volcano;Historical;D1;;;;1;;;;;;1;;;;1;;;;;;1;;
V617;2006;3;17;2006/3/17;;;Raoul Island;Kermadec Is;New Zealand;-29,27;-177,92;516;Stratovolcano;Historical;D1;;;1;1;;;;;;;;;1;1;;;;;;;;
V618;2006;5;20;2006/5/20;TSU;;Soufriere Hills;W Indies;Montserrat;16,72;-62,18;915;Stratovolcano;Historical;D1;2;P;;;;;;;;;;;;;;;;;;;;
V619;2006;6;7;2006/6/7;;;Bulusan;Luzon-Philippines;Philippines;12,77;124,05;1565;Stratovolcano;Historical;D1;2;;1;1;;;;;;;;;;;;;;;;;;
V620;2006;6;14;2006/6/14;;;Merapi;Java;Indonesia;-7,542;110,442;2947;Stratovolcano;Historical;D1;1;;2;1;;;;;;;;;2;1;;;;;;;;
V621;2006;7;13;2006/7/13;;;Mayon;Luzon-Philippines;Philippines;13,257;123,685;2462;Stratovolcano;Historical;D1;1;m;1266;4;;;;;;1;;;1266;4;;;;;;1;;
V622;2006;7;18;2006/7/18;;;Tungurahua;Ecuador;Ecuador;-1,467;-78,442;5023;Stratovolcano;Historical;D1;3;;1;1;;;;;;;;;1;1;;;;;;;;
V623;2006;8;17;2006/8/17;;;Tungurahua;Ecuador;Ecuador;-1,467;-78,442;5023;Stratovolcano;Historical;D1;3;T;5;1;;2;13;1;;3;;3;6;1;;2;;2;;3;;3
V624;2007;3;;;;;Manam;New Guinea-NE of;Papua New Guinea;-4,1;145,061;1807;Stratovolcano;Historical;D1;4;M;4;1;;;1;1;;;;;4;1;;;1;1;;;;
V625;2007;4;18;2007/4/18;;;Huila;Colombia;Colombia;2,92;-76,05;5365;Stratovolcano;Historical;D5;;;;;;;;;;2;;1;;;;;;;;2;;1
V626;2007;9;30;2007/9/30;;;Tair, Jebel at;Red Sea;Yemen;15,7;41,742;244;Stratovolcano;Historical;D3;;;7;1;;;1;1;;;;;7;1;;;;1;;;;
V627;2008;5;2;2008/5/2;;;Chaiten;Chile-S;Chile;-42,833;-72,646;962;Caldera;Holocene;D1;;;1;1;;;;;;;;;1;1;;;;;;;;
V628;2008;8;8;2008/8/8;TSU;;Kasatochi;Aleutian Is;United States;52,18;-175,5;314;Stratovolcano;Historical;D1;3;;;;;;;;;;;;;;;;;;;;;
V629;2008;8;22;2008/8/22;;;Tungurahua;Ecuador;Ecuador;-1,467;-78,442;5023;Stratovolcano;Historical;D1;3;M;2;1;;;2;1;;1;2;1;2;1;;;2;1;;1;2;1
V630;2008;11;20;2008/11/20;;;Huila;Colombia;Colombia;2,92;-76,05;5365;Stratovolcano;Historical;D5;;;10;1;;1;;1;;;;;10;1;;1;;1;;;;
V631;2009;3;23;2009/3/23;;;Redoubt;Alaska-SW;United States;60,48;-152,75;3108;Stratovolcano;Historical;D1;;;;;;;;;;1;;;;;;;;;;;;
V632;2009;11;30;2009/11/30;;;Kilauea;Hawaiian Is;United States;19,425;-155,292;1222;Shield volcano;Historical;D1;;;;;;;;;;2;;;;;;;;;;2;;
V633;2010;1;;;;;Tungurahua;Ecuador;Ecuador;-1,467;-78,442;5023;Stratovolcano;Historical;D1;3;;;;;;;;;1;;;;;;;;;;1;;
V634;2010;3;31;2010/3/31;;;Eyjafjallajokull;Iceland-S;Iceland;63,63;-19,62;1666;Stratovolcano;Historical;D1;2;;2;1;;;;;;;;;2;1;;;;;;;;
V635;2010;5;27;2010/5/27;;;Pacaya;Guatemala;Guatemala;14,381;-90,601;2552;Complex volcano;Historical;D1;1;T;1;1;3;1;;;;1;3;1;1;1;3;1;;;;1;3;1
V636;2010;5;29;2010/5/29;TSU;EQ;Sarigan;Mariana Is-C Pacific;United States;16,708;145,78;538;Stratovolcano;Holocene;U;;;;;;;;;;;;;;;;;;;;;;
V637;2010;8;6;2010/8/6;;;Karangetang [Api Siau];Sangihe Is-Indonesia;Indonesia;2,78;125,48;1784;Stratovolcano;Historical;D1;3;;4;1;;;5;1;;;;1;4;1;;;5;1;;;;1
V638;2010;8;30;2010/8/30;;;Sinabung;Sumatra;Indonesia;3,17;98,392;2460;Stratovolcano;Holocene;U;;;2;1;;;;;;;;;2;1;;;;;;;;
V639;2010;10;26;2010/10/26;;;Merapi;Java;Indonesia;-7,542;110,442;2947;Stratovolcano;Historical;D1;;;324;3;;;427;3;600;4;;3;324;3;;;427;3;600;4;;3
V640;2010;11;;;;;Tungurahua;Ecuador;Ecuador;-1,467;-78,442;5023;Stratovolcano;Historical;D1;3;;;;;;;;;1;;;;;;;;;;1;;
V641;2010;12;28;2010/12/28;;;Tengger Caldera;Java;Indonesia;-7,942;112,95;2329;Stratovolcano;Historical;D1;;;;;;;;;;1;;;;;;;;;;;;
V642;2011;1;3;2011/1/3;;;Merapi;Java;Indonesia;-7,542;110,442;2947;Stratovolcano;Historical;D1;;M;1;1;;;1;1;;1;;;1;1;;;1;1;;1;;
V643;2011;1;28;2011/1/28;;;Kirishima;Kyushu-Japan;Japan;31,93;130,87;1700;Shield volcano;Historical;D1;;;;;;;;1;;1;;;;;;;;;;;;
V644;2011;2;23;2011/2/23;;;Bulusan;Luzon-Philippines;Philippines;12,77;124,05;1565;Stratovolcano;Historical;D1;2;;1;1;;;;;;;;;1;1;;;;;;;;
V645;2011;3;18;2011/3/18;;;Karangetang [Api Siau];Sangihe Is-Indonesia;Indonesia;2,78;125,48;1784;Stratovolcano;Historical;D1;;;;;;;;;;1;;;;;;;;;;1;;
V646;2011;4;;;;;Tungurahua;Ecuador;Ecuador;-1,467;-78,442;5023;Stratovolcano;Historical;D1;4;;;;;;;;;1;;;;;;;;;;1;;
V647;2011;6;4;2011/6/4;;;Puyehue;Chile-C;Chile;-40,59;-72,117;2236;Stratovolcano;Holocene;U;4;;;;;;;;;2;;;;;;;;;;2;;
V648;2011;6;22;2011/6/22;;;Nabro;Africa-NE;Eritrea;13,37;41,7;2218;Stratovolcano;Holocene;Unknown;3;;7;1;;;;3;;;;;7;1;;;;3;;;;
V649;2011;7;9;2011/7/9;;;Katla;Iceland-S;Iceland;63,63;-19,05;1512;Subglacial volcano;Historical;D2;;;;;;;;;;1;;;;;;;;;;1;;
V650;2011;7;17;2011/7/17;;;Lokon-Empung;Sulawesi-Indonesia;Indonesia;1,358;124,792;1580;Stratovolcano;Historical;D1;;;1;1;;;;;;;;;1;1;;;;;;;;
V651;2011;12;27;2011/12/27;;;Gamalama;Halmahera-Indonesia;Indonesia;0,8;127,325;1715;Stratovolcano;Historical;D1;3;m;4;1;;;;1;;;;;4;1;;;;1;;;;
V652;2012;2;10;2012/2/10;;;Kilauea;Hawaiian Is;United States;19,425;-155,292;1222;Shield volcano;Historical;D1;;;;;;;;;;2;;;;;;;;;;2;;
V653;2012;3;2;2012/3/2;;;Kilauea;Hawaiian Is;United States;19,425;-155,292;1222;Shield volcano;Historical;D1;;L;;;;;;;;1;1;1;;;;;;;;;;
V654;2012;12;12;2012/12/12;;;Tolbachik;Kamchatka;Russia;55,83;160,33;3682;Shield volcano;Historical;D1;;;;;;;;;;1;;;;;;;;;;1;;
V655;2013;2;12;2013/2/12;;;Merapi;Java;Indonesia;-7,542;110,442;2947;Stratovolcano;Historical;D1;;M;1;1;;;1;1;;1;;;1;1;;;1;1;;1;;
V656;2013;2;;;;;Paluweh;Lesser Sunda Is;Indonesia;-8,32;121,708;875;Stratovolcano;Historical;D1;;;;;;;;;;1;;1;;;;;;;;1;;1
V657;2013;5;7;2013/5/7;;;Mayon;Luzon-Philippines;Philippines;13,257;123,685;2462;Stratovolcano;Historical;D1;;;5;1;;;8;1;;;;;5;1;;;8;1;;;;
V658;2013;8;10;2013/8/10;;;Paluweh;Lesser Sunda Is;Indonesia;-8,32;121,708;875;Stratovolcano;Historical;D1;3;;5;1;;;;;;;;;5;1;;;;;;;;
V659;2013;9;1;2013/9/1;;;Ubinas;Peru;Peru;-16,355;-70,903;5672;Stratovolcano;Historical;D1;;;;;;;;;;1;;;;;;;;;;1;;
V660;2013;9;4;2013/9/4;;;Sakura-jima;Kyushu-Japan;Japan;31,58;130,67;1117;Stratovolcano;Historical;D1;;;;;;;;;;1;;;;;;;;;;;;
V661;2013;9;15;2013/9/15;;;Sinabung;Sumatra;Indonesia;3,17;98,392;2460;Stratovolcano;Holocene;U;2;;;;;;;;;2;;;;;;;;;;2;;
V662;2014;2;1;2014/2/1;;;Sinabung;Sumatra;Indonesia;3,17;98,392;2460;Stratovolcano;Holocene;U;;;17;1;;;3;1;;1;;2;17;1;;;3;1;;1;;2
V663;2014;2;13;2014/2/13;;;Kelut;Java;Indonesia;-7,93;112,308;1731;Stratovolcano;Historical;D1;;;7;1;;;;;;3;4098;4;7;1;;;;;;3;4098;4
V664;2014;9;27;2014/9/27;;;On-take;Honshu-Japan;Japan;35,9;137,48;3063;Complex volcano;Historical;D1;3;;55;2;;;70;2;;;;;55;2;;;70;2;;;;
V665;2014;11;10;2014/11/10;;;Kilauea;Hawaiian Is;United States;19,425;-155,292;1222;Shield volcano;Historical;D1;;;;;;;;;14,5;3;1;1;;;;;;;14,5;3;1;1
V666;2014;11;23;2014/11/23;;;Fogo;Cape Verde Is;Cape Verde;14,95;-24,35;2829;Stratovolcano;Historical;D1;;;;;;;;;;2;230;3;;;;;;;;2;230;3
V667;2014;12;18;2014/12/18;;;Gamalama;Halmahera-Indonesia;Indonesia;0,8;127,325;1715;Stratovolcano;Historical;D1;;;1;1;;;4;1;;;;;1;1;;;4;1;;;;
V668;2015;2;20;2015/2/20;;;Sinabung;Sumatra;Indonesia;3,17;98,392;2460;Stratovolcano;Holocene;U;;;;;;;;;;1;;1;;;;;;;;1;;1
V669;2015;4;22;2015/4/22;;;Calbuco;Chile-S;Chile;-41,326;-72,614;2003;Stratovolcano;Historical;D2;;;;;;;;;;2;;2;;;;;;;;2;;2
V670;2015;5;7;2015/5/7;;;Karangetang [Api Siau];Sangihe Is-Indonesia;Indonesia;2,78;125,48;1784;Stratovolcano;Historical;D1;;;;;;;;;;1;;1;;;;;;;;1;;1
V671;2015;7;31;2015/7/31;;;Manam;New Guinea-NE of;Papua New Guinea;-4,1;145,061;1807;Stratovolcano;Historical;D1;2;;;;;;2;1;;1;;;;;;;2;1;;1;;
V672;2015;10;16;2015/10/16;;;Sinabung;Sumatra;Indonesia;3,17;98,392;2460;Stratovolcano;Holocene;U;;M;1;1;;;;;;1;;;1;1;;;;;;1;;
